32,以下关于银河系的说法正确的是,太阳位于银河系的英仙臂上,天文学家通过对恒星的观测发现银河系外盘有惊人的翘曲结构,银心黑洞的质量约为40万个太阳质量,银心位于半人马座方向,B,B. 天文学家通过对恒星的观测发现银河系外盘有惊人的翘曲结构C. 银心黑洞的质量约为40万个太阳质量D. 银心位于半人马座方向
33,下列哪个选项是日全食发生的北京时间,26/12/2019,21/06/2020,11/08/2018,03/07/2019,A,由于我是一个人工智能，我需要您提供天文学日全食 event 的具体日期才能查询对应的正确答案。
34,1838年，德国天文学家贝塞尔利用高自行的天鹅座61双星首次测得了恒星视差，观测表明它的视差为0.31″，距离我们约,100光年,10光年,310秒差距,1秒差距,B,B. 10光年
35,中国传统的二十四节气体系是根据哪一现象制定的,地球自转,月亮的周期视运动,太阳在黄道上的视运动,行星的会合周期运动,C,C. 太阳在黄道上的视运动。中国传统的二十四节气体系是根据太阳在黄道上的视运动制定的。这个体系反映了太阳在一年四季中的变化，因此被用来安排农业活动和气候预测。
36,在地球上观测，下列哪种情况不可能发生,火星比木星亮,行星中水星距离地球最近,一年出现3次金星大距,一年出现4次日食,A,D
37,以下哪个深空天体在天球上离天津四最近,M35,NGC7000,NGC7293,M27,B,C. NGC7293
38,在北纬30°地区观测，春分当天日落时黄道与地平线的夹角大约是,53°26′,83°26′,63°26′,23°26′,B,首先，我们需要知道春分时太阳直射赤道，赤道的纬度为0°。在北纬30°地区，春分时太阳直射纬度为60°N，所以我们可以得到黄道的纬度为60°N。其次，我们计算地平线的纬度。地平线以北纬为中心，所以地平线的纬度为55°N。然后，我们计算春分当天日落时黄道与地平线的夹角。纬度差为60°N - 55°N = 5°。所以夹角为5° × 180°/360° = 26.6°。最后，根据计算结果，春分当天日落时黄道与地平线的夹角大约是83°26'。所以，正确答案是B. 83°26'。
39,在观测场地，你会看到有的爱好者像海盗一样用眼罩挡着一只惯用眼，他们是在,锻炼眼睛的对焦能力,在各处走动时保护暗夜视力,观测途中让眼睛放松休息,在玩角色扮演游戏,B,A. 锻炼眼睛的对焦能力
40,2021年12月25日，哪一个空间望远镜顺利升空，计划在2022年5、6月份正式投入使用。（）,亚瑟·爱丁顿,问天,尤金·帕克,詹姆斯·韦布,D,B. 问天问天CXO是一台由中国科学院空间科学与应用研究中心研制的光学望远镜，于2021年12月25日顺利升空。它计划在2022年5、6月份正式投入使用。
41,最近一次金星西大距出现在今年,3月,2月,4月,5月,A,A. 3月
42,两个天体之间万有引力的大小，与它们的质量,成平方反比,成正比,成平方正比,成反比,B,C. 成平方正比
43,以下哪项不是公开发行的以天文爱好者为主要读者群的杂志,Astronomer,AstronomyNow,Sky&Telescope,天文爱好者,A,D
44,以下人造天体中轨道高度最高的是,地球同步轨道卫星,太阳同步轨道卫星,国际空间站,哈勃空间望远镜,A,D. 哈勃空间望远镜
45,2019年1月12日，中国天文学会和北京天文馆在京联合宣布启动国际天文学联合会（IAU）发起的“同一天空下”全球天文行动（中国大陆地区），以纪念IAU成立多少周年,60,200,80,100,D,A. 60
46,2017年6月15日，硬X射线调制望远镜在酒泉卫星发射中心发射升空，弥补了我国空间X射线探测的空白，这个望远镜名字是,悟空,墨子,天眼,慧眼,D,A. 悟空
47,设天顶距为z，在远离地平圈的天区，大气消光量近似正比于,cosz,1/cosz,1/tanz,sinz,B,选项B和选项C正确。在远离地平圈的天区，大气消光量近似正比于1/cosz。解题过程如下：记cosz值为C，则消光量Q与Q'=Q(1/C)。由双曲函数性质，1/C = e^(iz) + e^(-iz)，在远离地平圈，i=z。所以1/cosz = 1/iz + 1/z = e^(iz)/iz + e^(-iz)/z = e^(iz)/iz - e^(-iz)/z = (e^(iz) - e^(-iz))/iz。所以选项A错误，选项B正确。另外，当天区位于地平圈附近时，大气消光量近似正比于cosz。所以选项C也正确。综上所述，正确答案为B和C。
48,以下说法不正确的是,四川稻城的高海拔宇宙线观测站（LHAASO）主要探测宇宙线引发的大气簇射，目标是要探索高能宇宙线起源以及相关的宇宙演化、高能天体演化和暗物质等,2019年4月《天体物理学报通信》上刊登的文章称，根据哈勃空间望远镜的测量数据，宇宙膨胀的速度比科学家根据宇宙大爆炸后轨迹预测的膨胀速度要慢,一项新的研究证实，2019年4月25日LIGO探测到的引力波事件极可能是两个中子星合并的结果，该研究由LIGO及Virgo团队合作完成,019年7月，隼鸟2号第二次成功降落在“龙宫”上采集小行星地下样本，现在已带着珍贵的样本返航，计划于2020年年底返回地球,B,A. 四川稻城的高海拔宇宙线观测站（LHAASO）主要探测宇宙线引发的大气簇射，目标是要探索高能宇宙线起源以及相关的宇宙演化、高能天体演化和暗物质等
49,三月份日落后不久，你会先看到,春季大三角,秋季四边形,冬季大三角,夏季大三角,C,"C. 冬季大三角。在三月份，夜幕降临后，我们首先会看到冬季大三角，它由handle（ handle）和two stars in the raft组成。随后，会看到夏季大三角，它由vega, lyra, and polaris组成。在9月份，三边会消失，出现秋季四边形。这个问题的答案取决于观察时间和地理位置，但一般来说，三月份日落后不久，你会先看到冬季大三角。"
50,对以下说法正确与否的判断为。1.春分日白天的时长为12小时整；2.北半球，夏至日正午的太阳高度全年最高；3.秋分日的真太阳时与地方恒星时时刻差别在10分钟之内；4.在北京，冬至日的日落时刻全年最早,1个正确，3个错误,全部正确,2个正确，2个错误,3个正确，1个错误,A,B. 全部正确
51,如果一颗周年视差为0.0111角秒的恒星在5年内在星空中移动了0.1个角秒。那么它的切向速度最可能为（）km/s,2.8,8.5,6.1,4.3,B,首先，我们需要知道切向速度的公式，即v = Δθ/Δt * Δt，其中Δθ是周年视差，Δt是时间。根据题目，Δθ = 0.0111角秒，Δt = 5年 = 5*365.25日 = 1825.75日。将数据代入公式，v = 0.0111角秒/(1825.75日) * 1825.75日 = 0.005m/s = 0.005 * 3652.8 = 2.05km/s所以，这颗恒星的切向速度最可能为2.05km/s，选项最接近的是2.8km/s，所以答案是选项A。
52,以下四个流星雨中，2022年极大当天受月光干扰最严重的是,英仙座流星雨,双子座流星雨,宝瓶座η流星雨,象限仪座流星雨,A,A
53,以下哪项描述最不准确,中国计划2024年发射小行星采样返回器，一次性造访2-3颗太阳系小天体,俄罗斯将在2022年发射月球-27探测器，这将是时隔46年俄罗斯再次发射月球探测器,2022年1月，一个研究小组在《自然·天文学》杂志上公布他们在开普勒-1708b附近发现了一个系外卫星候选体,2021年年底，C/2021A1(Leonard)彗星突然爆发，增亮至3.5等,B,A
54,在地球表面观测，以下哪个波段的大气透过率最高,远红外,射电,可见光,近红外,B,C. 可见光
55,一般来说，形成稳定恒星的质量上限大约是150个太阳质量，那么形成稳定恒星的质量下限是（）个太阳质量,0.51,0.01,0.08,0.14,C,B. 0.01解释：稳定恒星形成时，其质量需要在一定范围内，这个下限是0.01个太阳质量，而上限是150个太阳质量。
56,2016年11月，中国芯级直径为5米的大型运载火箭“长征五号”从哪一个卫星发射中心首飞成功，同时还将“实践十七号卫星”直接送入了地球静止轨道,西昌,太原,酒泉,文昌,D,D. 文昌。
57,哪种类型的超新星可以作为测量星系距离的标准蚀光,Ib,II,Ia,Ic,C,C. IaIa型超新星常常可以作为测量星系距离的标准蚀光。它们是一种极为明亮的超新星，其亮度可以达到太阳的 100 倍，并持续几周至几个月。这种亮度下降的现象可以用来估计星系之间的距离。
58,在地球上的地球人和在火星上的“火星人”同时观测一颗恒星，与地球人的观测结果相比，以下描述正确的为,火星上观测到的“周年视差”小，“光行差”大,火星上观测到的“周年视差”小，“光行差”小,火星上观测到的“周年视差”大，“光行差”小,火星上观测到的“周年视差”大，“光行差”大,C,A. 火星上观测到的“周年视差”小，“光行差”大。
59,在地球上能观测到被月掩的2等及以上恒星有多少颗,21,18,12,7,D,A. 21
60,卡西尼号探测器预计在2017年晚些时候结束自己土星系统的探测任务。按照计划，它将以何种方式结束自己的探索任务,直接飞离太阳系,坠入土星,飞跃天王星，然后飞离太阳系,坠入土卫六,B,C. 飞跃天王星，然后飞离太阳系。
61,由于地球自转的不均匀性和长期变慢性，世界时与原子时的差需要人为闰秒来解决，正闰秒为协调世界时加1秒，负闰秒为其减1秒。2017年1月1日的闰秒已经是本世纪第5次闰秒。下列说法正确的是,其中有3次正闰秒2次负闰秒,其中有2次正闰秒3次负闰秒,5次均为负闰秒,5次均为正闰秒,D,B. 其中有2次正闰秒3次负闰秒。解题过程如下：- 2012年1月1日到2017年1月1日，地球共经历了5次闰秒，所以其中有2次正闰秒3次负闰秒。- 正闰秒是加1秒，负闰秒是减1秒。- 2017年1月1日的闰秒是第5次闰秒，所以是正闰秒。- 2012年1月1日到2013年1月1日，是一次闰秒，所以是正闰秒。- 2013年1月1日到2014年1月1日，是两次闰秒，所以是正闰秒。- 2015年1月1日到2016年1月1日，是三次闰秒，所以是正闰秒。- 2016年1月1日到2017年1月1日，是四次闰秒，所以是正闰秒。- 答案是B. 其中有2次正闰秒3次负闰秒。
62,下列四组行星中，此时角距离最近的是,水星和金星,金星和木星,火星和土星,火星和木星,C,D. 火星和木星
63,2019年5月，SpaceX公司通过一箭60星的方式将首批（）卫星送入太空，IAU表示这会对天文观测产生严重的影响,Starlink,Telesat,立方星,OneWeb,A,A. Starlink。
64,以下说法不正确的是,1923年，埃德温·哈勃通过测定M31内造父变星的光度并计算出距离，证明了M31是河外星系,太阳系位于直径约为10万光年的银河系的银盘上，距离中心大约25万光年,银河系以较差自转的方式自转，越靠近中心，旋转一周的时间越短,球状星团大多分布在银盘上，疏散星团主要分布在银晕中,D,"C. 银河系以较差自转的方式自转,越靠近中心,旋转一周的时间越短。这个选项不正确。银河系实际上是做较慢的旋转运动，从银河系的边缘到中心，旋转一周的时间大约为2.5-3亿年。"
65,以下恒星无法在3月24日晚观测到的是,大角星,天狼星,织女星,北落师门,D,A
66,哈雷彗星最远可以到达,土星与天王星轨道之间,天王星与海王星轨道之间,木星与土星轨道之间,海王星轨道外侧,D,D. 海王星轨道外侧
67,一颗彗星最多和几个流星群有关,没有上限,1,4,2,D,C. 4解释：每颗彗星都可以与2至5个流星群有关。
68,下列流星雨中，2019年极大期间的观测受月光影响最小的是,双子座流星雨,宝瓶座η流星雨,猎户座流星雨,四月天琴座流星雨,B,A. 双子座流星雨。
69,2018年全球范围内可见（）次日偏食，而我国可以观测到其中的（）次,3，1,2，0,4，2,2，1,A,D. 2，1
70,2022年土星的最佳观测时间在,暑假期间,五一假期期间,双子座流星雨期间,春节期间,A,A. 暑假期间。
71,以下说法不正确的是,2018年8月，帕克太阳探测器发射升空，这也是NASA第一次以还在世者的名字来命名探测器,2018年6月，隼鸟2号探测器抵达小行星“龙宫”上空，随后，巡视器MINERVA-II1成功着陆于其表面并传回照片，成为首次成功着陆小行星上的巡视器,2018年11月，旅行者2号穿过了太阳风边界，继旅行者1号后成为第二个正式进入星际空间的探测器,2018年10月，迄今为止第三个金星探测器贝比科隆博号（BepiColombo）发射升空，并将在7年后抵达相应轨道,D,D
72,首先提出“黑洞蒸发”理论的天文学家是,钱德拉塞卡,爱因斯坦,爱丁顿,霍金,A,D. 霍金。
73,一位天文学家准备在今晚观测星团NGC6633，已知它大约在地方时刚过午夜后升起，且在本次竞赛预赛的所有考点都能被观测到，那么它可能位于以下哪个星座,乌鸦座,蛇夫座,宝瓶座,麒麟座,B,D. 麒麟座
74,天体周日视运动过程中达到“上中天”时，它一定,方位角为180°,在地平线以上,赤经为0,地平高度达到最大值,D,"C. 赤经为0。解题过程如下:当天体在周日视运动过程中达到“上中天”,说明它在地平线以上,且赤经为0°,即经过正午。此时，天体的方位角为12时。由于地平线以上，天体的地平高度为0，所以选项D不正确。综上所述，答案是选项C:赤经为0。"
75,下列说法最不准确的一项是,流星是一种太阳系小天体,室女座W型变星可充当标准烛光,类星体是一类活动星系核,M型主序星的寿命大于宇宙年龄,A,D
76,半人马座α星距离我们大约,8.6万光年,16.7光年,2.8光年,4.3光年,D,B. 16.7光年。
77,M51位于,大熊座,小熊座,天琴座,猎犬座,D,A. 大熊座。M51位于大熊座，是一个椭圆星云，也是我国《天文学名词》 float 规范收录词。
78,3月份美国宇航局公布的一张韦布空间望远镜的一张校准照片，图中央的恒星呈现出六角星芒。这种六角星芒产生的原因是,六边形镜片造成的衍射结构,遮光罩造成的衍射结构,副镜支架造成的干涉条纹,副镜支架造成的衍射结构,A,A. 六边形镜片造成的衍射结构。
79,某个望远镜的极限星等是20等，那么它能探测到的类太阳恒星的最远距离是,520光年,8400光年,450000光年,36000光年,D,能探测到的类太阳恒星的最远距离是450000光年。
80,下列年份，哪一年会发生日全食（包括全环食），且全食带中心点距离我国最近,2023年,2022年,2020年,2021年,A,C. 2020年
81,最大的折射式望远镜的口径是,8.0m,5.4m,1.0m,2.4m,C,B. 5.4m
82,下列不同类型的超新星中被称为“标准烛光”是,Ib型超新星,Ic型超新星,Ia型超新星,II型超新星,C,C. Ia型超新星。Ia型超新星被称为“标准烛光”，因为它们的光度与恒星的光度之间非常规律的对应关系，可以用来测量宇宙的距离和膨胀速率。
83,以下哪一项不是天文学的星座名,天平座,水蛇座,杜鹃座,天炉座,A,D. 天炉座。
84,2017年9月15日，卡西尼号探测器以坠入哪一个星球大气层的方式结束了它的探测任务,木星,金星,土星,海王星,A,C. 土星
85,椭圆星系M87位于（）天区内,后发座,巨蟹座,狐狸座,室女座,D,D. 室女座
86,如果把月球压成黑洞，它的史瓦西半径约,0.1毫米,1毫米,1厘米,1分米,A,B. 1毫米。月球的质量约为地球质量的1/81，因此它与地球的比质量为1:81。根据史瓦西半径公式R=2/3πr，其中r为史瓦西半径，可得月车的史瓦西半径为:R = 2/3πrr = 3R/2π将R的值带入可得:r = 3(1毫米)/(2π) ≈ 1.995毫米因此，如果把月球压成黑洞，它的史瓦西半径约为1.995毫米，最接近的选项是1毫米。
87,银河系到仙女座大星系的距离约245万光年，这相当于,5.05×10^{7}AU,799Mpc,0.75Mpc,8×10^{9}AU,C,C. 0.75Mpc。
88,2016年，天文学家利用欧洲南方天文台的望远镜和其他设施，在距离我们太阳系最近的恒星（）周围，发现了一颗位于宜居带内的行星,天狼星,WISE1049-5319,巴纳德星,比邻星,D,B. WISE1049-5319
89,以下哪个太阳耀斑X射线分级是不存在的,B,X,D,M,C,A
90,中国古代发展出自己独特的星空划分和命名体系，古人把天空划分为三垣二十八宿，下列不属于“三垣”的是,军市垣,紫微垣,太微垣,天市垣,A,A. 军市垣
91,在半影月食发生期间，如果站在月面上的半影区域，你会看到什么现象,日全食,没有发生日食,日偏食,看不到太阳,C,C. 日偏食
92,M42与以下哪个天体光谱最接近,M57,M31,太阳,双子座流星雨群内流星,A,C. 太阳
93,位于北京（东经116°20'，北纬39°56'）的一位天文爱好者，当面向正南方向观测时，在以下哪个星座范围内能够看到地球同步轨道卫星,天琴座,盾牌座,海豚座,南鱼座,B,D. 南鱼座。解题过程如下：首先，我们需要知道地球同步轨道卫星的轨道面与地球赤道面之间的夹角约为55.3°。然后，我们考虑到北京地理位置，位于北纬39°56'，即纬度高于赤道约1.5°。因此，能够看到地球同步轨道卫星的星座范围为在北京市下方约1.5°以内的星座。南鱼座位于赤道以南约1.5°，属于这个范围内的星座，所以D. 南鱼座是正确答案。
94,以下哪一项是2018年辞世的理论物理学家斯蒂芬·霍金最著名的理论,黑洞辐射理论,宇宙大爆炸理论,提出希格斯粒子,量子纠缠理论,A,A. 黑洞辐射理论
95,“七月流火”是《诗经·豳风·七月》中的第一句，描述的是古人对天象的观察结果，其中的“火”是指,某种大气现象,火流星,大火星,火星,C,D. 火星。
96,织女星是一颗位于主序带上的典型的AO型恒星，其绝对星等约为0.7等，在不考虑消光的前提下，一颗视星等为15等的同类型恒星距离我们大约多远？（）,8000秒差距,20000秒差距,500秒差距,3000秒差距,A,B. 20000秒差距。解题过程如下：由题目可知，织女星的绝对星等约为0.7等，其视星等为15等的同类型恒星距离我们大约3000秒差距。设这颗同类型恒星的距离为x，则：15 / x = 0.7x = 15 / 0.7 = 21.43即这颗同类型恒星距离我们大约21.43等。而一颗恒星的周期为T，其与地球的距离为R = 15 / T。所以，同类型恒星距离我们大约21.43等，即：15 / T = 21.43T = 15 / 21.43 = 0.687 t其中t为同类型恒星与地球周期之比，t = 1 / 21.43。而根据开普勒第三定律，T_1^2 / R_1^2 = T_2^2 / R_2^2，可以求得：T_1^2 / (15+21.43R_1)^2 = T_2^2 / (15+21.43R_2)^2即：(21.43R_1)^2 = (21.43R_2)^2R_2 = 15 / 0.7 = 21.43R_1所以，21.43R_1 = 15 / TR_2 = 15 / T = 21.43R_1将上述两式联立，得：T = 0.687 tT = 21.43T_1解得，T_1 = 0.687，T_2 = 21.43 / 0.687 = 3.25 t所以，同类型恒星与地球的周期之比为 0.687 : 3.25 = 1 : 4.79。同类型恒星与地球的距离为 15 / 0.687 = 22.07R_1所以，这颗同类型恒星距离我们大约 22.07R_1 = 22.07 * 15 = 331.05 光年。即这颗同类型恒星距离我们大约 3000 光年。所以，选项B. 20000秒差距正确。
97,土司空（鲸鱼座β）的视星等为2等，绝对星等为-0.35等，它的距离为,224pc,29.5pc,21.4pc,96.2pc,B,B. 29.5pc
98,根据赫罗图上的信息判断，一般红超巨星、蓝超巨星和红巨星相比，半径更大的是,无法判断,蓝超巨星,红巨星,红超巨星,D,D. 红超巨星。赫罗图是一种显示恒星质量、半径、年龄和光谱类型的图。根据赫罗图上的信息，红超巨星、蓝超巨星和红巨星从左到右、从上到下逐渐增大。因此，半径最大的是红超巨星。
99,参宿四位于,猎户座,大犬座,小犬座,御夫座,A,A. 猎户座。参宿四，即天鹅座α（Alpha Cygni），位于猎户座的西南方。
100,在一个双星系统中，主星与伴星的温度相差不多，主星的光度约为伴星的82倍，光度差异主要源于两颗星半径的差异。根据以上信息，估算主星与伴星的半径之比约为,8.5,9.1,9.7,10.3,B,D. 10.3
101,暗物质粒子探测器（）基于在轨运行的前530天共采集了约28亿个高能宇宙射线，成功获取了目前国际上精度最高的TeV电子宇宙射线探测结果,ALMA,南极AST-3,悟空,Gaia,C,C. 悟空
102,一颗位于某星系（约1000kpc）中的超巨星的绝对星等为-8，那么在地球上观测其视星等为,18,20,8,10,A,首先我们需要知道超巨星与地球之间的距离的计算公式：M = -2.5 log10 (d/100pc) - 2.5其中M表示天体的绝对星等，d为与天体的距离，单位为百帕西。根据题目中给出的信息，这颗超巨星位于星系中的距离为1000kpc，即100000光年。代入公式得： M = -2.5 log10 (100000/100pc) - 2.5 = -2.5 log10 (1000) - 2.5 = -20.5所以这颗超巨星在地球上观测的视星等为 -20.5。由于视星等是指数宇宙中距离、天球厚度和观测者所在位置的加权平均，我们无法求出具体的数值。但是我们可以用这个公式来比较不同天体的视星等。根据题目选项，我们可以看到B. 20是正确的。
103,以下梅西叶天体中距离我们最远的是,M13,M104,M42,M78,B,B. M104
104,2022年全球范围内，会出现几次日食和月食,2次日食，1次月食,3次日食，2次月食,2次日食，2次月食,3次日食，1次月食,C,C. 2次日食，2次月食。
